id,method,category,question,gold_answer,generated_answer,official_f1,judge_label
Naive/conv-47:109,Naive,4,What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,It was vaccinated to prevent him from catching the seasonal canine disease.,0.14285714285714288,CORRECT
Mem0/conv-47:109,Mem0,4,What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,The puppy was vaccinated.,0.3333333333333333,CORRECT
A-MEM/conv-47:109,A-MEM,4,What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,It was a routine examination and the puppy was vaccinated against seasonal canine disease.,0.42857142857142855,CORRECT
LangMem/conv-47:109,LangMem,4,What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,It was a routine visit for vaccinations.,0.4444444444444444,CORRECT
SimpleMem/conv-47:109,SimpleMem,4,What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,It was vaccinated to prevent seasonal canine disease.,0.18181818181818182,CORRECT
E-Mem/conv-47:109,E-Mem,4,What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,It underwent a routine examination and was vaccinated against seasonal canine disease.,0.4615384615384615,CORRECT
s_parent_single_2000/conv-47:109,s_parent_single_2000,4,What happened to James's puppy during the recent visit to the clinic?,routine examination and vaccination,It was a routine examination and the puppy was vaccinated to prevent it from catching the seasonal canine disease.,0.33333333333333337,CORRECT
A-MEM/conv-47:112,A-MEM,4,"What aspect of ""The Witcher 3"" does John find immersive?",shaping the world with choices,Its immersive world and story.,0.25,CORRECT
SimpleMem/conv-47:112,SimpleMem,4,"What aspect of ""The Witcher 3"" does John find immersive?",shaping the world with choices,Choices,0.4,CORRECT
HiGMem/conv-47:112,HiGMem,4,"What aspect of ""The Witcher 3"" does John find immersive?",shaping the world with choices,world and story,0.3333333333333333,CORRECT
LightMem_official/conv-47:114,LightMem_official,4,What is James planning to do after receiving Samantha's phone number?,call her,Call Samantha the next day.,0.3333333333333333,CORRECT
LightMem_official/conv-47:117,LightMem_official,4,What were some difficulties James faced during the development of his game?,balancing mechanics and ensuring fairness,Bug in code and balancing mechanics.,0.4444444444444445,CORRECT
E-Mem/conv-47:117,E-Mem,4,What were some difficulties James faced during the development of his game?,balancing mechanics and ensuring fairness,"Balancing mechanics, debugging code bugs, and losing progress due to forgetting to save.",0.25,CORRECT
Mem0/conv-47:118,Mem0,4,What has John been teaching his siblings?,coding,Programming,0.0,CORRECT
A-MEM/conv-47:118,A-MEM,4,What has John been teaching his siblings?,coding,Programming,0.0,CORRECT
LightMem_official/conv-47:118,LightMem_official,4,What has John been teaching his siblings?,coding,John has been teaching his siblings coding.,0.25,CORRECT
A-MEM/conv-47:123,A-MEM,4,What did James learn to make in the cooking class besides omelette and meringue?,Dough,They taught us how to make the dough.,0.25,CORRECT
LightMem_official/conv-47:123,LightMem_official,4,What did James learn to make in the cooking class besides omelette and meringue?,Dough,He learned how to make dough.,0.2857142857142857,CORRECT
Mem0/conv-47:124,Mem0,4,Why did James sign up for a cooking class?,He wanted to learn something new,To improve himself.,0.2222222222222222,CORRECT
LightMem_official/conv-47:124,LightMem_official,4,Why did James sign up for a cooking class?,He wanted to learn something new,To learn more about cooking.,0.3636363636363636,CORRECT
LightMem_official/conv-47:125,LightMem_official,4,What did James prepare for the first time in the cooking class?,Omelette,James prepared a great omelette.,0.4,CORRECT
HiGMem/conv-47:127,HiGMem,4,Where does James get his ideas from?,"books, movies, dreams","Playing video games, creating my own game, Witcher 3, a crazy dream, a walk with my dogs",0.1111111111111111,CORRECT
E-Mem/conv-47:127,E-Mem,4,Where does James get his ideas from?,"books, movies, dreams","Books, movies, dreams, tutorials, developer forums, magazines, and video games like Witcher 3.",0.4,CORRECT
LightMem_official/conv-47:130,LightMem_official,4,What instrument did James used to play when he was younger?,guitar,James used to play guitar.,0.33333333333333337,CORRECT
LightMem_official/conv-47:131,LightMem_official,4,What did John use to play when he was younger to let off steam?,drums,Playing drums to let off steam.,0.2857142857142857,CORRECT
LangMem/conv-47:136,LangMem,4,What does John feel about starting the journey as a programming mentor for game developers?,excited and inspired,He feels excited and passionate.,0.3333333333333333,CORRECT
Mem0/conv-47:138,Mem0,4,What inspired James to create his game?,Witcher 3,The Witcher and The Wild Hunt,0.4,CORRECT
SimpleMem/conv-47:138,SimpleMem,4,What inspired James to create his game?,Witcher 3,"Witcher 3, strategy games like Civilization and Total War, and a childhood desire to create a character.",0.2666666666666667,CORRECT
LightMem_official/conv-47:138,LightMem_official,4,What inspired James to create his game?,Witcher 3,The Witcher 3's world and story,0.3333333333333333,CORRECT
HiGMem/conv-47:138,HiGMem,4,What inspired James to create his game?,Witcher 3,"Playing video games was always great, but creating my own game was really special. Witcher 3 gave me a ton of inspiration, with its amazing world and story. Plus, it pushed me to create something cool.",0.1111111111111111,CORRECT
E-Mem/conv-47:138,E-Mem,4,What inspired James to create his game?,Witcher 3,"His love for strategy games, Witcher 3, and a stranger he met while walking his dogs.",0.25,CORRECT
HiGMem/conv-47:139,HiGMem,4,What sparked James' passion for gaming when he was a kid?,Super Mario and The Legend of Zelda games,Those games,0.25,CORRECT
Mem0/conv-47:142,Mem0,4,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",To raise money for a children's hospital,Charity,0.0,CORRECT
SimpleMem/conv-47:142,SimpleMem,4,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",To raise money for a children's hospital,To combine interests and help the community.,0.1818181818181818,CORRECT
HiGMem/conv-47:142,HiGMem,4,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",To raise money for a children's hospital,playing for a good cause,0.2,CORRECT
LightMem_official/conv-47:143,LightMem_official,4,"What decision did James and Samantha make on 31 October, 2022?",To move in together,They decided to rent an apartment.,0.22222222222222224,CORRECT
LightMem_official/conv-47:144,LightMem_official,4,"Where did James and Samantha decide to live together on 31 October, 2022?",In an apartment not far from McGee's bar,Near McGee's bar.,0.4,CORRECT
Naive/conv-47:145,Naive,4,Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,One of the criteria for their choice of apartment was the bar nearby.,0.1111111111111111,CORRECT
Mem0/conv-47:145,Mem0,4,Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,One of the criteria for choosing the apartment was a particular nearby bar.,0.11764705882352941,CORRECT
A-MEM/conv-47:145,A-MEM,4,Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,One of the criteria for their choice was the bar's proximity.,0.125,CORRECT
LangMem/conv-47:145,LangMem,4,Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,To be near a bar James values for social connectivity.,0.125,CORRECT
SimpleMem/conv-47:145,SimpleMem,4,Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,Proximity to McGee's bar.,0.18181818181818182,CORRECT
LightMem_official/conv-47:145,LightMem_official,4,Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,Because he loves spending time in bars.,0.5714285714285714,WRONG
HiGMem/conv-47:145,HiGMem,4,Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,one of the criteria for our choice of apartment was this particular bar nearby,0.1,CORRECT
s_parent_single_2000/conv-47:145,s_parent_single_2000,4,Why did James and Samantha choose an apartment near McGee's bar?,They love spending time together at the bar,proximity to McGee's bar,0.18181818181818182,CORRECT
Naive/conv-48:1,Naive,1,Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie",Deborah's mother,0.2222222222222222,CORRECT
Mem0/conv-48:1,Mem0,1,Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie",Deborah's mother and father.,0.3333333333333333,CORRECT
A-MEM/conv-48:1,A-MEM,1,Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie",Her father and her mother.,0.36190476190476195,CORRECT
LangMem/conv-48:1,LangMem,1,Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie",Her father and her mother.,0.36190476190476195,CORRECT
SimpleMem/conv-48:1,SimpleMem,1,Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie",Deborah's mother and father.,0.3333333333333333,CORRECT
LightMem_official/conv-48:1,LightMem_official,1,Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie",Her mom and a friend.,0.2222222222222222,CORRECT
HiGMem/conv-48:1,HiGMem,1,Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie","friend, mom, dad",0.16666666666666666,CORRECT
E-Mem/conv-48:1,E-Mem,1,Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie","Deborah's mother, father, and her partner's dad.",0.6666666666666666,WRONG
s_parent_single_2000/conv-48:1,s_parent_single_2000,1,Which of Deborah`s family and friends have passed away?,"mother, father, her friend Karlie","Deborah's father, Deborah's mother",0.4444444444444444,CORRECT
LightMem_official/conv-48:2,LightMem_official,2,When did Deborah`s mother pass away?,a few years before 2023,January 2023 or earlier,0.25,CORRECT
Mem0/conv-48:3,Mem0,2,When did Jolene`s mother pass away?,in 2022,Last year,0.0,CORRECT
Mem0/conv-48:5,Mem0,3,In what country did Jolene's mother buy her the pendant?,In France,Paris,0.0,CORRECT
A-MEM/conv-48:5,A-MEM,3,In what country did Jolene's mother buy her the pendant?,In France,Paris,0.0,CORRECT
LangMem/conv-48:5,LangMem,3,In what country did Jolene's mother buy her the pendant?,In France,Paris,0.0,CORRECT
SimpleMem/conv-48:5,SimpleMem,3,In what country did Jolene's mother buy her the pendant?,In France,Paris,0.0,CORRECT
HiGMem/conv-48:5,HiGMem,3,In what country did Jolene's mother buy her the pendant?,In France,Paris,0.0,CORRECT
s_parent_single_2000/conv-48:5,s_parent_single_2000,3,In what country did Jolene's mother buy her the pendant?,In France,Paris,0.0,CORRECT
Mem0/conv-48:6,Mem0,1,What symbolic gifts do Deborah and Jolene have from their mothers?,pendants,Deborah has a pendant and Jolene has a pendant.,0.2857142857142857,CORRECT
A-MEM/conv-48:6,A-MEM,1,What symbolic gifts do Deborah and Jolene have from their mothers?,pendants,Deborah has a pendant and Jolene has a pendant.,0.2857142857142857,CORRECT
SimpleMem/conv-48:6,SimpleMem,1,What symbolic gifts do Deborah and Jolene have from their mothers?,pendants,Deborah brings flowers and Jolene wears a pendant.,0.2857142857142857,CORRECT
Naive/conv-48:8,Naive,1,What helped Deborah find peace when grieving deaths of her loved ones?,"yoga, old photos, the roses and dahlias in a flower garden, nature",nature,0.25,CORRECT
HiGMem/conv-48:8,HiGMem,1,What helped Deborah find peace when grieving deaths of her loved ones?,"yoga, old photos, the roses and dahlias in a flower garden, nature","memories, artwork, nature, gardening with roses and dahlias",0.41666666666666663,CORRECT
s_parent_single_2000/conv-48:8,s_parent_single_2000,1,What helped Deborah find peace when grieving deaths of her loved ones?,"yoga, old photos, the roses and dahlias in a flower garden, nature",yoga,0.25,CORRECT
A-MEM/conv-48:9,A-MEM,2,When did Deborah's father pass away?,"January 25, 2023","Two days before January 27, 2023.",0.4444444444444444,CORRECT
SimpleMem/conv-48:9,SimpleMem,2,When did Deborah's father pass away?,"January 25, 2023","Two days prior to January 27, 2023.",0.4,CORRECT
